Category,Metric,varianta_main_2_1_0 Mean,variantb_kotlin_2_1_20 Mean,varianta_main_2_1_0 P50,variantb_kotlin_2_1_20 P50,varianta_main_2_1_0 P90,variantb_kotlin_2_1_20 P90,Unit
:sync:work:compileDemoDebugKotlin,Store build info,4.0,3.0,4,3,4,3,ms
:sync:work:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,35.56,34.24,34,36,49,52,ms
:sync:work:compileProdDebugKotlin,Spent time before task action,26.42,26.5,25,25,37,37,ms
:sync:work:compileProdDebugKotlin,Run compilation,1316.88,1346.94,1285,1311,1636,1618,ms
:sync:work:compileProdDebugKotlin,Load current classpath snapshot,7.26,7.08,7,6,12,13,ms
:sync:work:compileProdDebugKotlin,Compiler IR lowering,150.02,133.72,144,126,219,187,ms
:sync:work:compileProdDebugKotlin,Calculate output size,2.02,2.18,1,1,4,4,ms
:sync:work:compileProdDebugKotlin,Update caches,4.62,6.26,5,6,8,10,ms
:sync:work:compileProdDebugKotlin,Total Gradle task time,1482.78,1528.82,1438,1487,1775,1812,ms
:sync:work:compileProdDebugKotlin,Run compilation in Gradle worker,1336.1,1368.78,1301,1330,1647,1638,ms
:sync:work:compileProdDebugKotlin,Connect to Kotlin daemon,15.38,17.08,9,10,16,17,ms
:sync:work:compileProdDebugKotlin,Task action before worker execution,29.56,30.18,30,30,41,38,ms
:sync:work:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,37.66,36.26,36,37,51,56,ms
:sync:work:compileProdDebugKotlin,Incremental compilation in daemon,1292.32,1326.84,1258,1291,1622,1600,ms
:sync:work:compileProdDebugKotlin,Compiler code analysis,655.2,712.38,640,709,894,858,ms
:sync:work:compileProdDebugKotlin,Sources compilation round,1176.14,1200.94,1158,1179,1523,1436,ms
:sync:work:compileProdDebugKotlin,Start gradle worker,2.24,2.18,1,1,4,4,ms
:sync:work:compileProdDebugKotlin,Compiler initialization time,59.18,46.4,40,37,88,75,ms
:sync:work:compileProdDebugKotlin,Compiler code generation,270.1,243.62,267,238,369,348,ms
:sync:work:compileProdDebugKotlin,Compiler IR generation,119.64,109.34,114,99,181,167,ms
:sync:work:compileProdDebugKotlin,Compiler IR translation,183.54,385.58,174,372,270,531,ms
:sync:work:compileProdDebugKotlin,Number of lines for code generation,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:work:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:work:compileProdDebugKotlin,Compiler IR lowering line number,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:work:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,74,74,74,74,74,74,
:sync:work:compileProdDebugKotlin,Number of lines analyzed,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Size of shrunk classpath snapshot,49.2,49.2,49,49,49,49,KB
:sync:work:compileProdDebugKotlin,Compiler IR translation line number,582,1164,582,1164,582,1164,
:sync:work:compileProdDebugKotlin,Code generation lines per second,2320,2527,2180,2450,3112,3342,
:sync:work:compileProdDebugKotlin,Compiler IR generation line number,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,8,8,8,8,8,8,
:sync:work:compileProdDebugKotlin,Analysis lines per second,927,858,909,821,1156,1128,
:sync:work:compileProdDebugKotlin,Number of classpath entries,82,82,82,82,82,82,
:sync:work:compileProdDebugKotlin,Total size of the cache directory,588.8,588.8,589,589,589,589,KB
:sync:work:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:work:compileProdDebugKotlin,Size of classpath snapshot,3.7,3.7,4,4,4,4,MB
:sync:work:compileProdDebugKotlin,Clear jar cache,1.96,2.13,1,2,5,4,ms
:sync:work:compileProdDebugKotlin,Write history file,3.67,3.0,3,3,7,3,ms
:sync:work:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.1,2.09,3,2,6,3,ms
:sync:work:compileProdDebugKotlin,Store build info,4.0,2.0,4,2,5,3,ms
:sync:work:compileProdDebugKotlin,Clear output,2.0,2.67,2,3,2,4,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,113.26,118.24,109,108,155,187,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Spent time before task action,36.48,35.48,36,36,46,47,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Run compilation,3883.4,3991.3,3896,3992,4158,4399,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Load current classpath snapshot,36.28,32.84,36,31,48,47,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR lowering,529.78,492.02,523,481,614,560,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Calculate output size,3.14,3.34,1,3,7,7,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Total Gradle task time,4091.42,4185.04,4104,4170,4337,4613,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Run compilation in Gradle worker,3917.74,4023.18,3939,4024,4186,4428,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Connect to Kotlin daemon,26.28,24.12,21,21,39,34,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Task action before worker execution,45.72,39.7,32,31,93,97,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,115.88,120.72,112,113,156,188,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Clear jar cache,2.94,2.95,2,2,6,7,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Incremental compilation in daemon,3842.54,3947.92,3845,3955,4115,4357,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler code analysis,1388.16,1457.36,1360,1410,1574,1623,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Sources compilation round,3612.64,3715.8,3600,3726,3910,4073,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Start gradle worker,3.86,4.2,4,3,8,10,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler initialization time,83.7,102.4,78,97,121,167,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler code generation,622.78,578.76,620,576,721,646,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR generation,92.46,86.16,94,83,113,118,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR translation,1507.7,3141.28,1498,3109,1658,3498,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of lines for code generation,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR lowering line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,19,19,19,19,19,19,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of lines analyzed,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Size of shrunk classpath snapshot,6.2,6.2,6,6,6,6,KB
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR translation line number,28,56,28,56,28,56,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Code generation lines per second,44,48,45,48,51,53,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR generation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,20,20,20,20,20,20,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Analysis lines per second,19,18,20,19,22,21,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of classpath entries,39,39,39,39,39,39,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Total size of the cache directory,410.4,410.4,410,410,410,410,KB
:ui-test-hilt-manifest:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Size of classpath snapshot,2.4,2.4,2,2,2,2,MB
:ui-test-hilt-manifest:compileDemoDebugKotlin,Save shrunk current classpath snapshot,4.36,4.0,4,3,9,10,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Update caches,3.31,3.94,3,3,7,7,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Store build info,4.83,4.33,4,4,11,6,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Write history file,3.0,2.0,3,2,3,2,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Clear outputs on rebuild,3.0,4.0,3,4,3,5,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,21.64,26.84,24,21,29,38,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Spent time before task action,20.78,22.16,19,18,26,29,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Run compilation,1067.0,1085.54,1036,1059,1269,1356,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Load current classpath snapshot,3.48,3.68,4,2,6,8,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR lowering,110.7,109.0,110,83,149,180,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Calculate output size,2.24,1.72,1,1,5,4,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Update caches,2.14,2.27,2,2,5,5,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Total Gradle task time,1257.36,1258.32,1206,1208,1476,1551,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Run compilation in Gradle worker,1081.0,1102.54,1047,1076,1283,1369,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Connect to Kotlin daemon,10.54,13.08,10,10,17,17,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Task action before worker execution,19.04,16.44,19,17,26,25,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,22.36,27.7,25,21,29,39,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Incremental compilation in daemon,1047.52,1064.16,1018,1038,1250,1339,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler code analysis,438.46,450.34,439,410,578,621,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Sources compilation round,971.74,984.48,937,966,1186,1251,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler initialization time,28.36,26.7,28,27,43,44,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler code generation,131.18,127.9,131,108,174,195,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR generation,19.96,18.5,20,18,30,29,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR translation,367.86,750.7,339,739,515,868,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of lines for code generation,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR lowering line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,39,39,39,39,39,39,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of lines analyzed,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,Size of shrunk classpath snapshot,6.2,6.2,6,6,6,6,KB
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR translation line number,28,56,28,56,28,56,
:ui-test-hilt-manifest:compileProdDebugKotlin,Code generation lines per second,232,258,214,261,328,388,
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR generation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,Analysis lines per second,66,66,64,68,83,92,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of classpath entries,39,39,39,39,39,39,
:ui-test-hilt-manifest:compileProdDebugKotlin,Total size of the cache directory,410.4,410.4,410,410,410,410,KB
:ui-test-hilt-manifest:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileProdDebugKotlin,Size of classpath snapshot,2.4,2.4,2,2,2,2,MB
:ui-test-hilt-manifest:compileProdDebugKotlin,Clear jar cache,1.72,2.54,1,1,4,4,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.0,3.67,2,3,3,5,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Store build info,3.0,,3,,3,,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Start gradle worker,44.71,27.85,4,2,258,136,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Write history file,1.0,3.0,1,3,1,3,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Clear output,1.0,,1,,1,,ms
Kotlin Build Reports,Shrink current classpath snapshot non-incrementally,86.52,86.55,61,61,175,181,ms
Kotlin Build Reports,Save shrunk current classpath snapshot,3.36,3.35,3,3,7,6,ms
Kotlin Build Reports,Spent time before task action,52.13,39.57,28,28,72,67,ms
Kotlin Build Reports,Run compilation,3314.31,3345.74,2435,2446,6489,6491,ms
Kotlin Build Reports,Load current classpath snapshot,32.12,32.15,12,12,71,79,ms
Kotlin Build Reports,Compiler IR lowering,390.15,392.66,227,225,939,908,ms
Kotlin Build Reports,Calculate output size,2.38,2.33,1,1,5,5,ms
Kotlin Build Reports,Update caches,11.08,11.37,6,6,28,30,ms
Kotlin Build Reports,Total Gradle task time,3765.32,3799.16,2724,2730,8326,8205,ms
Kotlin Build Reports,Run compilation in Gradle worker,3356.55,3377.28,2461,2468,6513,6513,ms
Kotlin Build Reports,Connect to Kotlin daemon,35.7,25.45,12,12,28,27,ms
Kotlin Build Reports,Task action before worker execution,33.02,33.42,24,24,43,44,ms
Kotlin Build Reports,Shrink and save current classpath snapshot after compilation,89.54,89.66,63,64,180,186,ms
Kotlin Build Reports,Clear jar cache,3.29,3.32,2,2,6,6,ms
Kotlin Build Reports,Incremental compilation in daemon,3277.84,3308.44,2410,2413,6451,6456,ms
Kotlin Build Reports,Compiler code analysis,1427.99,1448.62,857,883,3130,3099,ms
Kotlin Build Reports,Sources compilation round,3062.96,3092.06,2164,2163,6060,6104,ms
Kotlin Build Reports,Start gradle worker,214.73,239.23,3,3,278,571,ms
Kotlin Build Reports,Compiler initialization time,101.25,97.3,70,70,150,152,ms
Kotlin Build Reports,Compiler code generation,884.67,885.94,547,531,2402,2383,ms
Kotlin Build Reports,Compiler IR generation,494.01,492.73,285,273,1333,1372,ms
Kotlin Build Reports,Compiler IR translation,636.47,1304.22,463,897,1385,2834,ms
Kotlin Build Reports,Number of lines for code generation,758,758,427,427,1484,1484,
Kotlin Build Reports,ABI snapshot size,49.0,49.0,49,49,49,49,B
Kotlin Build Reports,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
Kotlin Build Reports,Compiler IR lowering line number,758,758,427,427,1484,1484,
Kotlin Build Reports,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
Kotlin Build Reports,Number of cache hits when loading classpath entry snapshots,59,59,56,56,97,97,
Kotlin Build Reports,Number of lines analyzed,758,758,427,427,1484,1484,
Kotlin Build Reports,Size of shrunk classpath snapshot,59.22,59.25,50,50,111,111,KB
Kotlin Build Reports,Compiler IR translation line number,758,1517,427,854,1484,2968,
Kotlin Build Reports,Code generation lines per second,1345,1355,1035,1024,2880,2804,
Kotlin Build Reports,Compiler IR generation line number,758,758,427,427,1484,1484,
Kotlin Build Reports,Number of cache misses when loading classpath entry snapshots,10,10,5,5,35,36,
Kotlin Build Reports,Analysis lines per second,629,617,565,563,1122,1075,
Kotlin Build Reports,Number of classpath entries,66,66,58,58,107,107,
Kotlin Build Reports,Total size of the cache directory,561.2,561.44,546,546,718,718,KB
Kotlin Build Reports,Total compiler iteration,1,1,1,1,1,1,
Kotlin Build Reports,Size of classpath snapshot,22.27,22.49,4,4,11,11,MB
Kotlin Build Reports,Store build info,3.32,3.32,3,3,6,6,ms
Kotlin Build Reports,Clear outputs on rebuild,3.62,2.87,3,2,4,6,ms
Kotlin Build Reports,Write history file,3.48,3.3,3,3,7,6,ms
Kotlin Build Reports,Clear output,2.61,2.83,2,2,5,5,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,11.12,11.06,11.04,10.98,11.61,11.68,Gb
Build process cpu,Max,93.36,93.18,93.0,93.0,95,95,%
Build processes memory,Max,5.37,5.37,5.38,5.39,5.47,5.47,Gb
Build child processes cpu,Max,91.96,91.98,92.0,92.0,94,94,%
Build child processes memory,Max,4.73,4.68,4.65,4.6,5.16,5.34,Gb
gc-gradle_gc.log,Concurrent Mark Cycle,9.0,10.0,10.0,10.0,11.0,12.0,
gc-gradle_gc.log,Pause Young (Concurrent Start) (G1 Evacuation Pause),2.0,2.0,2.0,2.0,3.0,3.0,
gc-gradle_gc.log,Pause Young (Concurrent Start) (G1 Humongous Allocation),2.0,2.0,2.0,2.0,4.0,6.0,
gc-gradle_gc.log,Pause Young (Concurrent Start) (Metadata GC Threshold),4.0,4.0,4.0,4.0,5.0,5.0,
gc-gradle_gc.log,Pause Young (Mixed) (G1 Evacuation Pause),7.0,8.0,7.0,8.0,12.9,12.0,
gc-gradle_gc.log,Pause Young (Mixed) (GCLocker Initiated GC),1.0,1.0,1.0,1.0,3.0,3.8,
gc-gradle_gc.log,Pause Young (Normal) (G1 Evacuation Pause),40.0,39.0,40.5,39.0,44.0,43.0,
gc-gradle_gc.log,Pause Young (Normal) (GCLocker Initiated GC),2.0,3.0,2.0,3.0,3.3,5.0,
gc-gradle_gc.log,Pause Young (Prepare Mixed) (G1 Evacuation Pause),5.0,5.0,5.0,5.0,7.0,8.0,
gc-gradle_gc.log,Pause Young (Prepare Mixed) (GCLocker Initiated GC),1.0,1.0,1.0,1.0,2.0,2.0,
gc-gradle_gc.log,total-collections,68.0,68.0,68.0,68.0,73.9,75.9,
gc-gradle_gc.log,Pause Young (Concurrent Start) (GCLocker Initiated GC),1.0,1.0,1.0,1.0,2.3,2.0,
gc-gradle_gc.log,Pause Young (Prepare Mixed) (G1 Preventive Collection),1.0,1.0,1.0,1.0,1.0,1.0,
gc-gradle_gc.log,Pause Young (Concurrent Start) (G1 Preventive Collection),1.0,1.0,1.0,1.0,1.0,1.0,
gc-kotlin_gc.log,Concurrent Mark Cycle,8.0,8.0,9.0,9.0,10.0,10.0,
gc-kotlin_gc.log,Pause Young (Concurrent Start) (G1 Evacuation Pause),3.0,2.0,3.0,3.0,4.0,3.0,
gc-kotlin_gc.log,Pause Young (Concurrent Start) (Metadata GC Threshold),5.0,5.0,6.0,6.0,6.0,6.0,
gc-kotlin_gc.log,Pause Young (Mixed) (G1 Evacuation Pause),4.0,4.0,5.0,5.0,6.0,6.0,
gc-kotlin_gc.log,Pause Young (Normal) (G1 Evacuation Pause),23.0,26.0,23.0,26.0,32.7,33.0,
gc-kotlin_gc.log,Pause Young (Prepare Mixed) (G1 Evacuation Pause),4.0,4.0,5.0,5.0,6.0,6.0,
gc-kotlin_gc.log,total-collections,43.0,45.0,43.0,46.0,51.8,53.0,
gc-kotlin_gc.log,Pause Young (Normal) (GCLocker Initiated GC),1.0,1.0,1.0,1.0,3.0,2.0,
gc-kotlin_gc.log,Pause Young (Prepare Mixed) (GCLocker Initiated GC),1.0,1.0,1.0,1.0,2.0,1.7,
gc-kotlin_gc.log,Pause Young (Concurrent Start) (GCLocker Initiated GC),1.0,1.0,1.0,1.0,3.2,2.0,
gc-kotlin_gc.log,Pause Young (Concurrent Start) (G1 Humongous Allocation),1.0,1.0,1.0,1.0,2.0,1.0,
