Category,Metric,varianta_using_xms Mean,variantb_no_xms Mean,varianta_using_xms P50,variantb_no_xms P50,varianta_using_xms P90,variantb_no_xms P90,Unit
:core:designsystem:compileDemoDebugKotlin,Run compilation,17492.24,18105.98,17415,18063,18988,19778,ms
:core:designsystem:compileDemoDebugKotlin,Incremental compilation in daemon,17448.94,18061.22,17373,18036,18954,19720,ms
:core:designsystem:compileDemoDebugKotlin,Task action before worker execution,25.02,23.42,23,22,35,35,ms
:core:designsystem:compileDemoDebugKotlin,Compiler code analysis,7460.16,7651.12,7293,7654,8415,8353,ms
:core:designsystem:compileDemoDebugKotlin,Calculate output size,3.32,3.62,3,4,7,7,ms
:core:designsystem:compileDemoDebugKotlin,Compiler IR lowering,2855.26,2894.5,2863,2899,3324,3424,ms
:core:designsystem:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,255.76,254.32,260,254,335,336,ms
:core:designsystem:compileDemoDebugKotlin,Compiler IR translation,2850.0,2899.52,2818,2899,3303,3378,ms
:core:designsystem:compileDemoDebugKotlin,Compiler initialization time,101.1,124.16,103,115,130,188,ms
:core:designsystem:compileDemoDebugKotlin,Run compilation in Gradle worker,17524.02,18139.94,17437,18094,19014,19808,ms
:core:designsystem:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,13,13,13,13,13,13,
:core:designsystem:compileDemoDebugKotlin,Number of lines for code generation,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:designsystem:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:designsystem:compileDemoDebugKotlin,Number of classpath entries,49,49,49,49,49,49,
:core:designsystem:compileDemoDebugKotlin,Number of lines analyzed,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Size of shrunk classpath snapshot,92.0,92.0,92,92,92,92,KB
:core:designsystem:compileDemoDebugKotlin,Compiler IR generation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:designsystem:compileDemoDebugKotlin,Analysis lines per second,485,473,493,470,552,517,
:core:designsystem:compileDemoDebugKotlin,Total size of the cache directory,784.5,784.5,785,785,785,785,KB
:core:designsystem:compileDemoDebugKotlin,Compiler IR translation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Code generation lines per second,564,541,559,537,618,615,
:core:designsystem:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,36,36,36,36,36,36,
:core:designsystem:compileDemoDebugKotlin,Compiler IR lowering line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:designsystem:compileDemoDebugKotlin,Size of classpath snapshot,7.3,7.3,7,7,7,7,MB
:core:designsystem:compileDemoDebugKotlin,Clear jar cache,9.12,2.35,3,2,27,3,ms
:core:designsystem:compileDemoDebugKotlin,Store build info,4.5,3.6,5,3,7,7,ms
:core:designsystem:compileDemoDebugKotlin,Write history file,3.0,3.0,3,3,4,3,ms
:core:designsystem:compileProdDebugKotlin,Update caches,24.46,28.06,22,24,42,46,ms
:core:designsystem:compileProdDebugKotlin,Load current classpath snapshot,15.12,25.34,14,15,27,30,ms
:core:designsystem:compileProdDebugKotlin,Total Gradle task time,8696.62,9597.48,8685,9232,9818,11718,ms
:core:designsystem:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.46,2.48,1,1,6,6,ms
:core:designsystem:compileProdDebugKotlin,Sources compilation round,7872.34,8686.16,7785,8392,8809,10215,ms
:core:designsystem:compileProdDebugKotlin,Compiler code generation,2892.92,3103.96,2890,2932,3377,3886,ms
:core:designsystem:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,83.7,100.94,69,77,145,239,ms
:core:designsystem:compileProdDebugKotlin,Compiler IR generation,1707.48,1815.44,1676,1698,2295,2447,ms
:core:designsystem:compileProdDebugKotlin,Spent time before task action,21.38,22.08,19,22,30,30,ms
:core:designsystem:compileProdDebugKotlin,Connect to Kotlin daemon,16.96,17.46,11,12,18,22,ms
:core:designsystem:compileProdDebugKotlin,Run compilation,8275.44,9118.4,8339,8900,9412,10675,ms
:core:designsystem:compileProdDebugKotlin,Incremental compilation in daemon,8227.18,9069.92,8109,8786,9384,10653,ms
:core:designsystem:compileProdDebugKotlin,Task action before worker execution,19.18,21.62,19,20,27,32,ms
:core:designsystem:compileProdDebugKotlin,Compiler code analysis,3219.52,3620.2,3154,3478,3930,4555,ms
:core:designsystem:compileProdDebugKotlin,Calculate output size,2.78,2.7,1,3,6,5,ms
:core:designsystem:compileProdDebugKotlin,Compiler IR lowering,1184.92,1287.92,1178,1187,1411,1641,ms
:core:designsystem:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,87.0,104.64,71,78,148,246,ms
:core:designsystem:compileProdDebugKotlin,Compiler IR translation,1683.98,1872.2,1674,1845,1898,2389,ms
:core:designsystem:compileProdDebugKotlin,Compiler initialization time,67.08,79.64,66,75,95,117,ms
:core:designsystem:compileProdDebugKotlin,Run compilation in Gradle worker,8297.64,9141.86,8351,8912,9423,10712,ms
:core:designsystem:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,49,47,49,49,49,49,
:core:designsystem:compileProdDebugKotlin,Number of lines for code generation,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:designsystem:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:designsystem:compileProdDebugKotlin,Number of classpath entries,49,49,49,49,49,49,
:core:designsystem:compileProdDebugKotlin,Number of lines analyzed,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdDebugKotlin,Size of shrunk classpath snapshot,92.0,92.0,92,92,92,92,KB
:core:designsystem:compileProdDebugKotlin,Compiler IR generation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:designsystem:compileProdDebugKotlin,Analysis lines per second,1136,1023,1140,1035,1327,1220,
:core:designsystem:compileProdDebugKotlin,Total size of the cache directory,784.5,784.5,785,785,785,785,KB
:core:designsystem:compileProdDebugKotlin,Compiler IR translation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdDebugKotlin,Code generation lines per second,1273,1199,1245,1227,1591,1484,
:core:designsystem:compileProdDebugKotlin,Compiler IR lowering line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:designsystem:compileProdDebugKotlin,Size of classpath snapshot,7.3,7.3,7,7,7,7,MB
:core:designsystem:compileProdDebugKotlin,Start gradle worker,5.6,12.14,3,2,6,8,ms
:core:designsystem:compileProdDebugKotlin,Clear jar cache,3.0,4.0,3,2,6,6,ms
:core:designsystem:compileProdDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:core:designsystem:compileProdDebugKotlin,Clear output,4.0,4.67,3,3,9,9,ms
:core:designsystem:compileProdDebugKotlin,Write history file,1.0,2.0,1,2,1,2,ms
:core:designsystem:compileProdDebugKotlin,Store build info,2.5,6.0,3,6,3,10,ms
:core:domain:compileDemoDebugKotlin,Update caches,3.96,4.78,4,4,7,10,ms
:core:domain:compileDemoDebugKotlin,Start gradle worker,319.92,604.8,4,6,33,5367,ms
:core:domain:compileDemoDebugKotlin,Store build info,3.5,,4,,5,,ms
:core:domain:compileDemoDebugKotlin,Load current classpath snapshot,6.22,6.9,6,6,10,12,ms
:core:domain:compileDemoDebugKotlin,Total Gradle task time,1386.46,1799.24,1066,1214,1407,6202,ms
:core:domain:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.0,2.76,3,3,6,6,ms
:core:domain:compileDemoDebugKotlin,Sources compilation round,750.3,795.84,729,797,971,949,ms
:core:domain:compileDemoDebugKotlin,Compiler code generation,192.18,203.22,185,199,261,275,ms
:core:domain:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,34.08,34.9,32,34,55,50,ms
:core:domain:compileDemoDebugKotlin,Compiler IR generation,78.6,86.22,75,78,117,123,ms
:core:domain:compileDemoDebugKotlin,Spent time before task action,43.98,44.88,34,37,64,65,ms
:core:domain:compileDemoDebugKotlin,Connect to Kotlin daemon,16.26,22.26,14,19,23,38,ms
:core:domain:compileDemoDebugKotlin,Run compilation,899.64,961.0,888,962,1113,1153,ms
:core:domain:compileDemoDebugKotlin,Incremental compilation in daemon,868.62,922.7,851,931,1077,1089,ms
:core:domain:compileDemoDebugKotlin,Task action before worker execution,20.28,81.0,16,19,25,274,ms
:core:domain:compileDemoDebugKotlin,Compiler code analysis,410.42,443.0,406,438,549,554,ms
:core:domain:compileDemoDebugKotlin,Calculate output size,1.96,2.46,1,1,4,6,ms
:core:domain:compileDemoDebugKotlin,Compiler IR lowering,113.16,116.4,101,114,159,156,ms
:core:domain:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,36.46,36.84,35,36,56,53,ms
:core:domain:compileDemoDebugKotlin,Compiler IR translation,90.14,89.26,84,87,113,125,ms
:core:domain:compileDemoDebugKotlin,Compiler initialization time,49.8,52.6,49,50,76,77,ms
:core:domain:compileDemoDebugKotlin,Run compilation in Gradle worker,919.8,987.62,911,985,1135,1173,ms
:core:domain:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,22,22,22,22,22,22,
:core:domain:compileDemoDebugKotlin,Number of lines for code generation,157,157,157,157,157,157,
:core:domain:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:domain:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:domain:compileDemoDebugKotlin,Number of classpath entries,24,24,24,24,24,24,
:core:domain:compileDemoDebugKotlin,Number of lines analyzed,157,157,157,157,157,157,
:core:domain:compileDemoDebugKotlin,Size of shrunk classpath snapshot,43.7,43.7,44,44,44,44,KB
:core:domain:compileDemoDebugKotlin,Compiler IR generation line number,157,157,157,157,157,157,
:core:domain:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:domain:compileDemoDebugKotlin,Analysis lines per second,410,373,387,359,569,532,
:core:domain:compileDemoDebugKotlin,Total size of the cache directory,495.6,495.6,496,496,496,496,KB
:core:domain:compileDemoDebugKotlin,Compiler IR translation line number,157,157,157,157,157,157,
:core:domain:compileDemoDebugKotlin,Code generation lines per second,882,824,848,791,1284,1071,
:core:domain:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,2,2,2,2,2,2,
:core:domain:compileDemoDebugKotlin,Compiler IR lowering line number,157,157,157,157,157,157,
:core:domain:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:domain:compileDemoDebugKotlin,Size of classpath snapshot,2.7,2.7,3,3,3,3,MB
:core:domain:compileDemoDebugKotlin,Clear jar cache,2.63,2.0,3,2,6,3,ms
:core:domain:compileProdDebugKotlin,Update caches,1.84,2.98,1,1,4,7,ms
:core:domain:compileProdDebugKotlin,Load current classpath snapshot,5.02,5.22,5,5,8,10,ms
:core:domain:compileProdDebugKotlin,Total Gradle task time,1101.14,1052.02,800,876,2424,1774,ms
:core:domain:compileProdDebugKotlin,Sources compilation round,507.06,510.64,483,493,725,728,ms
:core:domain:compileProdDebugKotlin,Compiler code generation,132.02,118.48,118,112,174,192,ms
:core:domain:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,26.78,29.72,24,27,43,47,ms
:core:domain:compileProdDebugKotlin,Compiler IR generation,57.28,48.86,49,47,80,81,ms
:core:domain:compileProdDebugKotlin,Spent time before task action,27.3,27.38,23,24,36,44,ms
:core:domain:compileProdDebugKotlin,Connect to Kotlin daemon,18.04,14.96,13,13,28,26,ms
:core:domain:compileProdDebugKotlin,Run compilation,638.82,676.6,604,638,952,920,ms
:core:domain:compileProdDebugKotlin,Incremental compilation in daemon,607.9,635.74,573,617,846,852,ms
:core:domain:compileProdDebugKotlin,Task action before worker execution,29.24,58.76,17,18,26,186,ms
:core:domain:compileProdDebugKotlin,Compiler code analysis,277.06,299.66,273,281,358,408,ms
:core:domain:compileProdDebugKotlin,Calculate output size,1.9,2.38,1,1,4,5,ms
:core:domain:compileProdDebugKotlin,Compiler IR lowering,74.16,69.02,69,68,98,109,ms
:core:domain:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,27.7,31.68,25,28,44,52,ms
:core:domain:compileProdDebugKotlin,Compiler IR translation,60.38,56.04,53,56,77,74,ms
:core:domain:compileProdDebugKotlin,Compiler initialization time,31.12,30.1,28,26,46,47,ms
:core:domain:compileProdDebugKotlin,Run compilation in Gradle worker,662.04,696.06,623,655,970,931,ms
:core:domain:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,23,22,23,23,23,23,
:core:domain:compileProdDebugKotlin,Number of lines for code generation,157,157,157,157,157,157,
:core:domain:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:domain:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:domain:compileProdDebugKotlin,Number of classpath entries,24,24,24,24,24,24,
:core:domain:compileProdDebugKotlin,Number of lines analyzed,157,157,157,157,157,157,
:core:domain:compileProdDebugKotlin,Size of shrunk classpath snapshot,43.7,43.7,44,44,44,44,KB
:core:domain:compileProdDebugKotlin,Compiler IR generation line number,157,157,157,157,157,157,
:core:domain:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:domain:compileProdDebugKotlin,Analysis lines per second,614,565,575,558,886,736,
:core:domain:compileProdDebugKotlin,Total size of the cache directory,495.6,495.6,496,496,496,496,KB
:core:domain:compileProdDebugKotlin,Compiler IR translation line number,157,157,157,157,157,157,
:core:domain:compileProdDebugKotlin,Code generation lines per second,1342,1549,1330,1401,1910,2740,
:core:domain:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:domain:compileProdDebugKotlin,Compiler IR lowering line number,157,157,157,157,157,157,
:core:domain:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:domain:compileProdDebugKotlin,Size of classpath snapshot,2.7,2.7,3,3,3,3,MB
:core:domain:compileProdDebugKotlin,Start gradle worker,243.5,179.02,4,4,1333,559,ms
:core:domain:compileProdDebugKotlin,Clear jar cache,3.5,2.5,2,2,8,5,ms
:core:domain:compileProdDebugKotlin,Store build info,2.0,3.0,2,1,3,7,ms
:core:domain:compileProdDebugKotlin,Save shrunk current classpath snapshot,1.0,4.78,1,3,1,15,ms
:core:domain:compileProdDebugKotlin,Clear output,4.4,2.67,3,3,8,3,ms
:core:domain:compileProdDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:core:model:compileKotlin,Update caches,40.5,35.74,39,34,56,52,ms
:core:model:compileKotlin,Start gradle worker,728.7,160.56,810,49,1284,563,ms
:core:model:compileKotlin,Load current classpath snapshot,148.82,146.0,146,148,200,173,ms
:core:model:compileKotlin,Total Gradle task time,13794.68,14652.98,13627,14505,14360,15356,ms
:core:model:compileKotlin,Save shrunk current classpath snapshot,5.38,5.54,5,5,8,10,ms
:core:model:compileKotlin,Clear outputs on rebuild,3.79,2.37,3,2,9,5,ms
:core:model:compileKotlin,Sources compilation round,11233.54,11426.78,11188,11333,11910,11890,ms
:core:model:compileKotlin,Compiler code generation,3308.86,3226.64,3304,3200,3565,3547,ms
:core:model:compileKotlin,Shrink current classpath snapshot non-incrementally,176.58,174.88,173,176,227,207,ms
:core:model:compileKotlin,Compiler IR generation,1518.28,1419.4,1485,1395,1721,1588,ms
:core:model:compileKotlin,Spent time before task action,79.38,790.14,75,1036,92,1316,ms
:core:model:compileKotlin,Connect to Kotlin daemon,523.36,1016.14,280,1007,1082,1124,ms
:core:model:compileKotlin,Run compilation,12096.18,12315.88,12047,12191,12783,12832,ms
:core:model:compileKotlin,Incremental compilation in daemon,11807.08,11971.12,11735,11865,12482,12478,ms
:core:model:compileKotlin,Task action before worker execution,275.62,271.06,279,268,323,334,ms
:core:model:compileKotlin,Compiler code analysis,5038.4,5233.34,5025,5162,5242,5537,ms
:core:model:compileKotlin,Calculate output size,3.76,4.14,3,4,8,7,ms
:core:model:compileKotlin,Compiler IR lowering,1790.0,1806.82,1769,1789,1994,2025,ms
:core:model:compileKotlin,Shrink and save current classpath snapshot after compilation,189.26,187.22,190,190,242,224,ms
:core:model:compileKotlin,Compiler IR translation,1323.48,1381.9,1312,1341,1466,1558,ms
:core:model:compileKotlin,Write history file,3.46,4.32,2,4,8,7,ms
:core:model:compileKotlin,Clear jar cache,3.88,3.28,3,3,8,7,ms
:core:model:compileKotlin,Compiler initialization time,1346.2,1358.78,1332,1355,1493,1492,ms
:core:model:compileKotlin,Run compilation in Gradle worker,12644.76,13360.96,12749,13204,13368,14005,ms
:core:model:compileKotlin,Number of lines for code generation,278,278,278,278,278,278,
:core:model:compileKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:model:compileKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:model:compileKotlin,Number of classpath entries,3,3,3,3,3,3,
:core:model:compileKotlin,Number of lines analyzed,278,278,278,278,278,278,
:core:model:compileKotlin,Size of shrunk classpath snapshot,16.5,16.5,17,17,17,17,KB
:core:model:compileKotlin,Compiler IR generation line number,278,278,278,278,278,278,
:core:model:compileKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
