Category,Metric,varianta_main_r8 Mean,variantb_r8_different_process Mean,varianta_main_r8 P50,variantb_r8_different_process P50,varianta_main_r8 P90,variantb_r8_different_process P90,Unit
:core:data-test:compileDemoReleaseKotlin,Number of classpath entries,58,58,58,58,58,58,
:core:data-test:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,78.6,78.6,79,79,79,79,KB
:core:data-test:compileDemoReleaseKotlin,Compiler IR lowering line number,405,405,405,405,405,405,
:core:data-test:compileDemoReleaseKotlin,Clear jar cache,2.62,3.14,2,2,6,12,ms
:core:data-test:compileDemoReleaseKotlin,Clear output,2.33,3.4,3,3,3,8,ms
:core:data-test:compileDemoReleaseKotlin,Clear outputs on rebuild,3.0,,3,,5,,ms
:core:data-test:compileDemoReleaseKotlin,Store build info,4.5,,5,,7,,ms
:core:data-test:compileProdReleaseKotlin,Update caches,3.56,3.42,4,2,8,7,ms
:core:data-test:compileProdReleaseKotlin,Total Gradle task time,1171.52,1163.16,1142,1111,1580,1415,ms
:core:data-test:compileProdReleaseKotlin,Compiler code generation,204.26,216.4,202,218,278,303,ms
:core:data-test:compileProdReleaseKotlin,Compiler code analysis,438.4,466.34,436,458,560,588,ms
:core:data-test:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,34.74,37.9,34,37,55,55,ms
:core:data-test:compileProdReleaseKotlin,Compiler IR generation,103.02,107.24,102,101,135,157,ms
:core:data-test:compileProdReleaseKotlin,Load current classpath snapshot,4.84,4.82,5,5,8,8,ms
:core:data-test:compileProdReleaseKotlin,Run compilation in Gradle worker,916.74,959.6,893,947,1127,1152,ms
:core:data-test:compileProdReleaseKotlin,Compiler IR translation,58.3,61.72,61,62,77,80,ms
:core:data-test:compileProdReleaseKotlin,Start gradle worker,55.96,30.92,2,3,265,38,ms
:core:data-test:compileProdReleaseKotlin,Incremental compilation in daemon,872.86,919.34,858,905,1087,1106,ms
:core:data-test:compileProdReleaseKotlin,Task action before worker execution,66.06,60.42,65,57,96,106,ms
:core:data-test:compileProdReleaseKotlin,Sources compilation round,750.36,801.46,756,795,954,971,ms
:core:data-test:compileProdReleaseKotlin,Connect to Kotlin daemon,11.8,12.0,11,11,19,20,ms
:core:data-test:compileProdReleaseKotlin,Spent time before task action,22.16,21.68,22,21,30,31,ms
:core:data-test:compileProdReleaseKotlin,Compiler initialization time,40.96,45.14,36,45,65,61,ms
:core:data-test:compileProdReleaseKotlin,Calculate output size,2.1,3.0,1,3,5,7,ms
:core:data-test:compileProdReleaseKotlin,Compiler IR lowering,100.78,108.64,104,108,138,148,ms
:core:data-test:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,31.9,35.56,31,34,52,51,ms
:core:data-test:compileProdReleaseKotlin,Run compilation,899.76,944.04,879,926,1112,1133,ms
:core:data-test:compileProdReleaseKotlin,Total size of the cache directory,480.2,480.2,480,480,480,480,KB
:core:data-test:compileProdReleaseKotlin,Number of lines analyzed,405,405,405,405,405,405,
:core:data-test:compileProdReleaseKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:core:data-test:compileProdReleaseKotlin,Number of lines for code generation,405,405,405,405,405,405,
:core:data-test:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:data-test:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:data-test:compileProdReleaseKotlin,Code generation lines per second,2117,2050,2009,1859,2928,2789,
:core:data-test:compileProdReleaseKotlin,Analysis lines per second,1034,890,929,885,1614,1073,
:core:data-test:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,58,58,58,58,58,58,
:core:data-test:compileProdReleaseKotlin,Compiler IR generation line number,405,405,405,405,405,405,
:core:data-test:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:data-test:compileProdReleaseKotlin,Compiler IR translation line number,405,405,405,405,405,405,
:core:data-test:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:data-test:compileProdReleaseKotlin,Number of classpath entries,58,58,58,58,58,58,
:core:data-test:compileProdReleaseKotlin,Size of shrunk classpath snapshot,78.6,78.6,79,79,79,79,KB
:core:data-test:compileProdReleaseKotlin,Compiler IR lowering line number,405,405,405,405,405,405,
:core:data-test:compileProdReleaseKotlin,Save shrunk current classpath snapshot,4.47,3.0,3,3,9,5,ms
:core:data-test:compileProdReleaseKotlin,Clear jar cache,10.6,2.83,2,3,80,6,ms
:core:data-test:compileProdReleaseKotlin,Store build info,1.0,2.5,1,3,1,3,ms
:core:data-test:compileProdReleaseKotlin,Clear output,2.0,2.0,2,2,2,3,ms
:core:designsystem:compileDemoReleaseKotlin,Update caches,47.26,51.2,44,47,68,68,ms
:core:designsystem:compileDemoReleaseKotlin,Total Gradle task time,17812.48,17736.24,17908,17507,18951,19112,ms
:core:designsystem:compileDemoReleaseKotlin,Compiler code generation,6105.9,6140.92,6025,6030,6687,6794,ms
:core:designsystem:compileDemoReleaseKotlin,Compiler code analysis,7141.46,7053.16,7147,7030,7895,7703,ms
:core:designsystem:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,270.32,263.0,268,262,373,370,ms
:core:designsystem:compileDemoReleaseKotlin,Compiler IR generation,3748.66,3747.56,3778,3700,4175,4203,ms
:core:designsystem:compileDemoReleaseKotlin,Load current classpath snapshot,153.3,147.94,138,141,241,199,ms
:core:designsystem:compileDemoReleaseKotlin,Run compilation in Gradle worker,17231.24,17173.88,17296,16984,18393,18450,ms
:core:designsystem:compileDemoReleaseKotlin,Compiler IR translation,3053.36,3082.18,3051,3082,3492,3456,ms
:core:designsystem:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,3.84,3.94,4,4,7,9,ms
:core:designsystem:compileDemoReleaseKotlin,Start gradle worker,6.4,5.96,6,6,12,9,ms
:core:designsystem:compileDemoReleaseKotlin,Incremental compilation in daemon,17143.32,17093.74,17192,16908,18327,18376,ms
:core:designsystem:compileDemoReleaseKotlin,Task action before worker execution,29.44,28.8,28,27,42,34,ms
:core:designsystem:compileDemoReleaseKotlin,Sources compilation round,16428.42,16411.78,16406,16245,17590,17860,ms
:core:designsystem:compileDemoReleaseKotlin,Connect to Kotlin daemon,33.96,29.64,26,27,58,47,ms
:core:designsystem:compileDemoReleaseKotlin,Clear jar cache,3.27,2.63,2,2,7,5,ms
:core:designsystem:compileDemoReleaseKotlin,Spent time before task action,242.88,240.26,245,237,317,311,ms
:core:designsystem:compileDemoReleaseKotlin,Compiler initialization time,116.6,123.82,108,120,174,178,ms
:core:designsystem:compileDemoReleaseKotlin,Calculate output size,2.98,5.14,3,3,6,8,ms
:core:designsystem:compileDemoReleaseKotlin,Compiler IR lowering,2356.74,2392.88,2360,2364,2568,2732,ms
:core:designsystem:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,265.18,257.74,261,250,367,367,ms
:core:designsystem:compileDemoReleaseKotlin,Run compilation,17189.68,17137.28,17257,16950,18367,18412,ms
:core:designsystem:compileDemoReleaseKotlin,Total size of the cache directory,785.4,785.4,785,785,785,785,KB
:core:designsystem:compileDemoReleaseKotlin,Number of lines analyzed,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoReleaseKotlin,Size of classpath snapshot,7.2,7.2,7,7,7,7,MB
:core:designsystem:compileDemoReleaseKotlin,Number of lines for code generation,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:designsystem:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:designsystem:compileDemoReleaseKotlin,Code generation lines per second,591,588,597,596,639,645,
:core:designsystem:compileDemoReleaseKotlin,Analysis lines per second,506,512,503,512,557,552,
:core:designsystem:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,13,13,13,13,13,13,
:core:designsystem:compileDemoReleaseKotlin,Compiler IR generation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:designsystem:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,34,34,34,34,34,34,
:core:designsystem:compileDemoReleaseKotlin,Compiler IR translation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:designsystem:compileDemoReleaseKotlin,Number of classpath entries,47,47,47,47,47,47,
:core:designsystem:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,92.0,92.0,92,92,92,92,KB
:core:designsystem:compileDemoReleaseKotlin,Compiler IR lowering line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoReleaseKotlin,Store build info,5.0,3.0,4,3,10,3,ms
:core:designsystem:compileDemoReleaseKotlin,Clear outputs on rebuild,3.0,7.0,3,7,3,7,ms
:core:designsystem:compileDemoReleaseKotlin,Clear output,12.5,3.25,13,3,19,6,ms
:core:designsystem:compileProdReleaseKotlin,Update caches,33.24,31.72,24,27,41,40,ms
:core:designsystem:compileProdReleaseKotlin,Total Gradle task time,8964.26,10862.8,8910,10873,10232,12136,ms
:core:designsystem:compileProdReleaseKotlin,Compiler code generation,3034.88,3763.72,3063,3745,3508,4322,ms
:core:designsystem:compileProdReleaseKotlin,Compiler code analysis,3514.3,4234.54,3436,4167,4151,5115,ms
:core:designsystem:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,85.14,93.82,79,91,123,130,ms
:core:designsystem:compileProdReleaseKotlin,Compiler IR generation,1684.74,2245.58,1706,2164,2006,2822,ms
:core:designsystem:compileProdReleaseKotlin,Load current classpath snapshot,15.88,20.38,16,19,26,31,ms
:core:designsystem:compileProdReleaseKotlin,Run compilation in Gradle worker,8680.0,10527.2,8609,10531,9950,11699,ms
:core:designsystem:compileProdReleaseKotlin,Compiler IR translation,1696.52,2022.18,1679,1988,1967,2354,ms
:core:designsystem:compileProdReleaseKotlin,Save shrunk current classpath snapshot,2.14,2.61,1,1,5,6,ms
:core:designsystem:compileProdReleaseKotlin,Write history file,6.33,10.0,8,10,8,10,ms
:core:designsystem:compileProdReleaseKotlin,Start gradle worker,2.56,3.31,2,3,6,5,ms
:core:designsystem:compileProdReleaseKotlin,Incremental compilation in daemon,8635.6,10474.86,8574,10484,9893,11657,ms
:core:designsystem:compileProdReleaseKotlin,Task action before worker execution,27.78,23.64,20,23,30,35,ms
:core:designsystem:compileProdReleaseKotlin,Sources compilation round,8332.5,10114.04,8288,10114,9536,11285,ms
:core:designsystem:compileProdReleaseKotlin,Connect to Kotlin daemon,11.64,13.2,10,11,14,26,ms
:core:designsystem:compileProdReleaseKotlin,Spent time before task action,17.14,19.86,17,18,24,30,ms
:core:designsystem:compileProdReleaseKotlin,Compiler initialization time,77.82,82.78,67,81,100,112,ms
:core:designsystem:compileProdReleaseKotlin,Calculate output size,2.74,3.28,2,3,5,7,ms
:core:designsystem:compileProdReleaseKotlin,Compiler IR lowering,1349.62,1517.52,1313,1511,1605,1773,ms
:core:designsystem:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,82.14,90.04,75,86,120,126,ms
:core:designsystem:compileProdReleaseKotlin,Run compilation,8663.88,10508.82,8594,10510,9934,11686,ms
:core:designsystem:compileProdReleaseKotlin,Total size of the cache directory,785.4,785.4,785,785,785,785,KB
:core:designsystem:compileProdReleaseKotlin,Number of lines analyzed,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdReleaseKotlin,Size of classpath snapshot,7.2,7.2,7,7,7,7,MB
:core:designsystem:compileProdReleaseKotlin,Number of lines for code generation,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:designsystem:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:designsystem:compileProdReleaseKotlin,Code generation lines per second,1208,967,1175,961,1500,1098,
:core:designsystem:compileProdReleaseKotlin,Analysis lines per second,1041,866,1047,863,1208,1044,
:core:designsystem:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,47,47,47,47,47,47,
:core:designsystem:compileProdReleaseKotlin,Compiler IR generation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:designsystem:compileProdReleaseKotlin,Compiler IR translation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:designsystem:compileProdReleaseKotlin,Number of classpath entries,47,47,47,47,47,47,
:core:designsystem:compileProdReleaseKotlin,Size of shrunk classpath snapshot,92.0,92.0,92,92,92,92,KB
:core:designsystem:compileProdReleaseKotlin,Compiler IR lowering line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdReleaseKotlin,Clear jar cache,1.96,2.07,1,2,4,4,ms
:core:designsystem:compileProdReleaseKotlin,Store build info,2.25,4.67,3,6,3,6,ms
:core:domain:compileDemoReleaseKotlin,Update caches,5.12,4.74,5,4,9,10,ms
:core:domain:compileDemoReleaseKotlin,Total Gradle task time,1263.9,1273.18,1266,1275,1441,1504,ms
:core:domain:compileDemoReleaseKotlin,Compiler code generation,238.12,233.98,226,230,304,304,ms
:core:domain:compileDemoReleaseKotlin,Compiler code analysis,457.66,480.88,465,478,550,623,ms
:core:domain:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,45.48,44.46,43,42,66,62,ms
:core:domain:compileDemoReleaseKotlin,Compiler IR generation,107.74,103.24,99,100,165,142,ms
:core:domain:compileDemoReleaseKotlin,Load current classpath snapshot,7.58,8.2,6,8,12,10,ms
:core:domain:compileDemoReleaseKotlin,Run compilation in Gradle worker,1077.92,1092.0,1060,1077,1253,1306,ms
:core:domain:compileDemoReleaseKotlin,Compiler IR translation,106.18,112.88,102,105,132,147,ms
:core:domain:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,4.16,3.18,4,3,8,7,ms
:core:domain:compileDemoReleaseKotlin,Start gradle worker,12.28,10.14,6,5,32,26,ms
:core:domain:compileDemoReleaseKotlin,Incremental compilation in daemon,1011.54,1031.58,998,1019,1176,1208,ms
:core:domain:compileDemoReleaseKotlin,Task action before worker execution,45.08,35.16,23,22,91,78,ms
:core:domain:compileDemoReleaseKotlin,Sources compilation round,865.48,888.94,858,886,996,1057,ms
:core:domain:compileDemoReleaseKotlin,Connect to Kotlin daemon,21.2,21.56,18,18,33,34,ms
:core:domain:compileDemoReleaseKotlin,Spent time before task action,44.36,46.44,40,41,59,63,ms
:core:domain:compileDemoReleaseKotlin,Compiler initialization time,54.94,53.24,53,46,73,75,ms
:core:domain:compileDemoReleaseKotlin,Calculate output size,2.38,2.08,1,1,6,5,ms
:core:domain:compileDemoReleaseKotlin,Compiler IR lowering,130.0,130.12,133,126,161,186,ms
:core:domain:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,43.02,42.68,40,42,65,58,ms
:core:domain:compileDemoReleaseKotlin,Run compilation,1051.56,1065.16,1031,1052,1228,1239,ms
:core:domain:compileDemoReleaseKotlin,Total size of the cache directory,495.7,495.7,496,496,496,496,KB
:core:domain:compileDemoReleaseKotlin,Number of lines analyzed,157,157,157,157,157,157,
:core:domain:compileDemoReleaseKotlin,Size of classpath snapshot,2.7,2.7,3,3,3,3,MB
:core:domain:compileDemoReleaseKotlin,Number of lines for code generation,157,157,157,157,157,157,
:core:domain:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:domain:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:domain:compileDemoReleaseKotlin,Code generation lines per second,686,712,696,684,907,872,
:core:domain:compileDemoReleaseKotlin,Analysis lines per second,353,341,338,328,453,466,
:core:domain:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,22,22,22,22,22,22,
:core:domain:compileDemoReleaseKotlin,Compiler IR generation line number,157,157,157,157,157,157,
:core:domain:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:domain:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,2,2,2,2,2,2,
:core:domain:compileDemoReleaseKotlin,Compiler IR translation line number,157,157,157,157,157,157,
:core:domain:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:domain:compileDemoReleaseKotlin,Number of classpath entries,24,24,24,24,24,24,
:core:domain:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,43.8,43.8,44,44,44,44,KB
:core:domain:compileDemoReleaseKotlin,Compiler IR lowering line number,157,157,157,157,157,157,
:core:domain:compileDemoReleaseKotlin,Clear jar cache,2.2,2.0,2,2,5,4,ms
:core:domain:compileDemoReleaseKotlin,Clear output,4.4,6.0,4,6,7,6,ms
:core:domain:compileDemoReleaseKotlin,Store build info,5.0,,5,,7,,ms
:core:domain:compileDemoReleaseKotlin,Write history file,4.0,3.0,4,3,4,4,ms
:core:domain:compileDemoReleaseKotlin,Clear outputs on rebuild,2.5,,3,,3,,ms
:core:domain:compileProdReleaseKotlin,Update caches,2.82,3.24,2,2,5,7,ms
:core:domain:compileProdReleaseKotlin,Total Gradle task time,827.16,1047.84,774,983,1239,1349,ms
:core:domain:compileProdReleaseKotlin,Compiler code generation,148.4,200.14,138,167,191,238,ms
:core:domain:compileProdReleaseKotlin,Compiler code analysis,324.06,410.68,289,386,508,585,ms
:core:domain:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,30.28,41.24,29,35,43,49,ms
