Category,Metric,varianta_gradle_8_13 Mean,variantb_gradle_8_14_rc2 Mean,varianta_gradle_8_13 P50,variantb_gradle_8_14_rc2 P50,varianta_gradle_8_13 P90,variantb_gradle_8_14_rc2 P90,Unit
:sync:work:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:work:compileDemoDebugKotlin,Compiler IR lowering line number,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Number of classpath entries,61,61,61,61,61,61,
:sync:work:compileDemoDebugKotlin,Size of shrunk classpath snapshot,46.1,46.1,46,46,46,46,KB
:sync:work:compileDemoDebugKotlin,Total size of the cache directory,579.4,579.4,579,579,579,579,KB
:sync:work:compileDemoDebugKotlin,Analysis lines per second,867,863,871,866,1031,1068,
:sync:work:compileDemoDebugKotlin,Number of lines analyzed,496,496,496,496,496,496,
:sync:work:compileDemoDebugKotlin,Clear jar cache,2.87,1.93,2,2,9,4,ms
:sync:work:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.7,2.79,3,3,7,5,ms
:sync:work:compileDemoDebugKotlin,Clear output,3.0,4.0,3,4,3,4,ms
:sync:work:compileProdDebugKotlin,Sources compilation round,922.62,864.1,937,912,1157,1117,ms
:sync:work:compileProdDebugKotlin,Compiler code analysis,523.14,488.8,530,495,707,657,ms
:sync:work:compileProdDebugKotlin,Compiler IR lowering,115.68,112.98,109,110,174,169,ms
:sync:work:compileProdDebugKotlin,Compiler IR translation,155.26,141.3,139,142,232,209,ms
:sync:work:compileProdDebugKotlin,Compiler initialization time,32.46,34.74,35,35,47,53,ms
:sync:work:compileProdDebugKotlin,Incremental compilation in daemon,1016.76,947.04,1068,1008,1272,1208,ms
:sync:work:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,29.62,25.28,28,21,48,45,ms
:sync:work:compileProdDebugKotlin,Task action before worker execution,26.92,26.02,22,27,38,36,ms
:sync:work:compileProdDebugKotlin,Total Gradle task time,1260.3,1092.86,1250,1193,1641,1392,ms
:sync:work:compileProdDebugKotlin,Run compilation,1035.18,963.38,1092,1029,1351,1223,ms
:sync:work:compileProdDebugKotlin,Compiler code generation,205.44,192.2,200,186,296,283,ms
:sync:work:compileProdDebugKotlin,Calculate output size,1.84,1.82,1,1,4,4,ms
:sync:work:compileProdDebugKotlin,Load current classpath snapshot,6.16,5.1,5,4,11,10,ms
:sync:work:compileProdDebugKotlin,Start gradle worker,1.88,1.84,1,1,4,4,ms
:sync:work:compileProdDebugKotlin,Run compilation in Gradle worker,1051.54,979.12,1106,1050,1364,1238,ms
:sync:work:compileProdDebugKotlin,Compiler IR generation,89.34,78.68,89,71,126,115,ms
:sync:work:compileProdDebugKotlin,Spent time before task action,24.18,21.58,22,23,34,31,ms
:sync:work:compileProdDebugKotlin,Connect to Kotlin daemon,11.78,12.0,9,7,16,14,ms
:sync:work:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,28.0,23.92,26,19,44,44,ms
:sync:work:compileProdDebugKotlin,Update caches,4.68,3.52,4,3,8,7,ms
:sync:work:compileProdDebugKotlin,Compiler IR translation line number,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Size of classpath snapshot,3.7,3.7,4,4,4,4,MB
:sync:work:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,8,8,8,8,8,8,
:sync:work:compileProdDebugKotlin,Number of lines for code generation,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Compiler IR generation line number,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Code generation lines per second,3153,3322,2910,3137,4893,4878,
:sync:work:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:sync:work:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,73,74,74,74,74,74,
:sync:work:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:sync:work:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:sync:work:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:sync:work:compileProdDebugKotlin,Compiler IR lowering line number,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Number of classpath entries,82,82,82,82,82,82,
:sync:work:compileProdDebugKotlin,Size of shrunk classpath snapshot,49.2,49.2,49,49,49,49,KB
:sync:work:compileProdDebugKotlin,Total size of the cache directory,588.8,588.8,589,589,589,589,KB
:sync:work:compileProdDebugKotlin,Analysis lines per second,1188,1278,1098,1177,1772,1879,
:sync:work:compileProdDebugKotlin,Number of lines analyzed,582,582,582,582,582,582,
:sync:work:compileProdDebugKotlin,Clear jar cache,3.57,2.45,3,1,5,4,ms
:sync:work:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.33,2.17,2,2,5,4,ms
:sync:work:compileProdDebugKotlin,Clear output,2.5,,3,,3,,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Sources compilation round,3307.04,3267.72,3356,3336,3663,3651,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler code analysis,1341.42,1309.38,1362,1349,1592,1579,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR lowering,416.52,439.74,413,435,504,554,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR translation,1343.98,1307.04,1337,1314,1551,1511,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler initialization time,117.48,122.06,106,104,187,210,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Incremental compilation in daemon,3529.46,3474.54,3585,3554,3910,3835,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,132.76,119.9,123,108,213,191,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Task action before worker execution,28.9,31.62,26,25,46,56,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Total Gradle task time,4278.18,3980.92,3890,3821,7020,4160,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Run compilation,3570.42,3515.24,3622,3592,3966,3872,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Clear jar cache,2.43,2.54,2,2,5,5,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler code generation,495.02,520.52,496,524,579,640,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Calculate output size,2.66,2.0,2,1,5,5,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Load current classpath snapshot,53.1,53.42,37,33,107,116,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Start gradle worker,30.8,12.02,2,3,62,33,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Run compilation in Gradle worker,3601.22,3547.28,3654,3612,3992,3920,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR generation,78.06,80.24,72,77,112,107,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Spent time before task action,35.1,35.32,36,34,46,47,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Connect to Kotlin daemon,22.64,24.16,22,19,34,49,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,131.58,118.44,122,105,209,190,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR translation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Size of classpath snapshot,2.4,2.4,2,2,2,2,MB
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,22,22,20,20,31,31,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of lines for code generation,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR generation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Code generation lines per second,57,55,56,53,69,72,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,16,16,19,19,19,19,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:ui-test-hilt-manifest:compileDemoDebugKotlin,Compiler IR lowering line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of classpath entries,39,39,39,39,39,39,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Size of shrunk classpath snapshot,6.2,6.2,6,6,6,6,KB
:ui-test-hilt-manifest:compileDemoDebugKotlin,Total size of the cache directory,410.4,410.4,410,410,410,410,KB
:ui-test-hilt-manifest:compileDemoDebugKotlin,Analysis lines per second,20,21,20,20,26,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Number of lines analyzed,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileDemoDebugKotlin,Update caches,3.82,2.79,3,3,8,5,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.71,2.8,2,3,7,4,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Clear output,1.8,,1,,3,,ms
:ui-test-hilt-manifest:compileDemoDebugKotlin,Store build info,3.0,2.25,3,2,3,3,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Sources compilation round,906.36,943.02,901,910,1105,1202,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler code analysis,397.68,416.58,408,391,497,549,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR lowering,107.06,109.48,101,107,160,146,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR translation,341.44,362.8,334,338,420,503,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler initialization time,33.82,28.54,28,29,43,37,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Incremental compilation in daemon,982.46,1018.86,958,983,1180,1289,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,24.24,24.58,22,23,38,31,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Task action before worker execution,17.74,19.2,16,18,25,29,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Total Gradle task time,1439.1,1514.36,1229,1381,2297,2492,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Run compilation,1009.5,1039.76,980,1010,1214,1306,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler code generation,127.52,128.84,117,127,187,171,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Calculate output size,1.98,3.08,1,2,5,4,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Load current classpath snapshot,2.94,2.84,2,2,5,5,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Start gradle worker,141.43,158.56,5,8,589,788,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Run compilation in Gradle worker,1030.66,1054.22,1007,1025,1310,1324,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR generation,19.92,18.8,20,17,29,27,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Spent time before task action,19.32,20.48,18,19,27,27,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Connect to Kotlin daemon,17.22,10.92,9,11,15,15,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,23.06,23.96,21,22,37,31,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Update caches,2.89,3.18,3,3,5,6,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR translation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,Size of classpath snapshot,2.4,2.4,2,2,2,2,MB
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of lines for code generation,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR generation line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,Code generation lines per second,236,240,239,221,316,337,
:ui-test-hilt-manifest:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,39,39,39,39,39,39,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:ui-test-hilt-manifest:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:ui-test-hilt-manifest:compileProdDebugKotlin,Compiler IR lowering line number,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of classpath entries,39,39,39,39,39,39,
:ui-test-hilt-manifest:compileProdDebugKotlin,Size of shrunk classpath snapshot,6.2,6.2,6,6,6,6,KB
:ui-test-hilt-manifest:compileProdDebugKotlin,Total size of the cache directory,410.4,410.4,410,410,410,410,KB
:ui-test-hilt-manifest:compileProdDebugKotlin,Analysis lines per second,73,71,68,71,99,92,
:ui-test-hilt-manifest:compileProdDebugKotlin,Number of lines analyzed,28,28,28,28,28,28,
:ui-test-hilt-manifest:compileProdDebugKotlin,Clear jar cache,2.21,1.38,1,1,6,3,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Save shrunk current classpath snapshot,11.5,2.0,12,2,21,3,ms
:ui-test-hilt-manifest:compileProdDebugKotlin,Write history file,1.0,10.0,1,10,1,10,ms
Kotlin Build Reports,Sources compilation round,2655.88,2628.45,1590,1544,5348,5271,ms
Kotlin Build Reports,Compiler code analysis,1259.55,1248.61,719,698,2775,2758,ms
Kotlin Build Reports,Compiler IR lowering,332.78,331.38,177,170,722,788,ms
Kotlin Build Reports,Compiler IR translation,539.45,530.66,363,364,1251,1236,ms
Kotlin Build Reports,Compiler initialization time,86.78,86.84,51,49,121,125,ms
Kotlin Build Reports,Incremental compilation in daemon,2836.81,2808.34,1736,1693,5592,5608,ms
Kotlin Build Reports,Shrink and save current classpath snapshot after compilation,77.06,76.98,46,46,168,170,ms
Kotlin Build Reports,Task action before worker execution,31.79,31.23,22,21,54,51,ms
Kotlin Build Reports,Total Gradle task time,4488.62,4382.57,2267,2178,11554,11464,ms
Kotlin Build Reports,Run compilation,2869.27,2840.34,1762,1712,5632,5635,ms
Kotlin Build Reports,Compiler code generation,758.5,750.65,405,388,1831,1856,ms
Kotlin Build Reports,Calculate output size,2.04,2.08,1,1,4,4,ms
Kotlin Build Reports,Save shrunk current classpath snapshot,2.74,2.71,2,2,5,5,ms
Kotlin Build Reports,Load current classpath snapshot,28.29,28.47,9,9,73,77,ms
Kotlin Build Reports,Start gradle worker,214.11,217.62,3,3,181,162,ms
Kotlin Build Reports,Run compilation in Gradle worker,2906.94,2876.56,1787,1725,5662,5660,ms
Kotlin Build Reports,Compiler IR generation,425.23,418.76,210,200,1169,1142,ms
Kotlin Build Reports,Spent time before task action,719.42,608.74,25,25,382,360,ms
Kotlin Build Reports,Connect to Kotlin daemon,32.25,30.97,11,11,24,23,ms
Kotlin Build Reports,Shrink current classpath snapshot non-incrementally,74.47,74.46,44,44,161,167,ms
Kotlin Build Reports,Update caches,9.68,9.94,5,5,23,24,ms
Kotlin Build Reports,Compiler IR translation line number,758,758,427,427,1484,1484,
Kotlin Build Reports,Size of classpath snapshot,22.27,22.27,4,4,11,11,MB
Kotlin Build Reports,Number of cache misses when loading classpath entry snapshots,10,10,5,5,35,32,
Kotlin Build Reports,Number of lines for code generation,758,758,427,427,1484,1484,
Kotlin Build Reports,Compiler IR generation line number,758,758,427,427,1484,1484,
Kotlin Build Reports,Code generation lines per second,1549,1586,1210,1263,3000,3148,
Kotlin Build Reports,Total compiler iteration,1,1,1,1,1,1,
Kotlin Build Reports,Number of cache hits when loading classpath entry snapshots,59,59,56,56,97,97,
Kotlin Build Reports,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
Kotlin Build Reports,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
Kotlin Build Reports,ABI snapshot size,49.0,49.0,49,49,49,49,B
Kotlin Build Reports,Compiler IR lowering line number,758,758,427,427,1484,1484,
Kotlin Build Reports,Number of classpath entries,66,66,58,58,107,107,
Kotlin Build Reports,Size of shrunk classpath snapshot,59.22,59.22,50,50,111,111,KB
Kotlin Build Reports,Total size of the cache directory,561.2,561.2,546,546,718,718,KB
Kotlin Build Reports,Analysis lines per second,738,754,660,667,1407,1423,
Kotlin Build Reports,Number of lines analyzed,758,758,427,427,1484,1484,
Kotlin Build Reports,Clear jar cache,2.86,2.92,2,2,5,5,ms
Kotlin Build Reports,Store build info,3.1,3.0,3,3,6,6,ms
Kotlin Build Reports,Clear output,2.36,2.73,2,3,4,5,ms
Kotlin Build Reports,Clear outputs on rebuild,2.53,2.43,2,2,6,5,ms
Kotlin Build Reports,Write history file,3.32,3.63,3,3,7,7,ms
All processes cpu,Max,100.0,100.0,100.0,100.0,100,100,%
All processes memory,Max,11.98,12.07,12.03,12.09,12.3,12.42,Gb
Build process cpu,Max,96.04,96.04,96.0,96.0,96,97,%
Build processes memory,Max,6.05,6.05,6.05,6.05,6.14,6.1,Gb
Build child processes cpu,Max,90.7,90.78,91.0,91.0,92,93,%
Build child processes memory,Max,4.85,4.94,4.87,4.99,5.18,5.26,Gb
gc-gradle_gc.log,Concurrent Mark Cycle,20.0,21.0,20.0,21.0,24.0,27.0,
gc-gradle_gc.log,Pause Young (Concurrent Start) (G1 Evacuation Pause),4.0,4.0,4.0,5.0,7.0,7.0,
gc-gradle_gc.log,Pause Young (Concurrent Start) (G1 Humongous Allocation),9.0,9.0,9.0,9.0,12.0,13.9,
gc-gradle_gc.log,Pause Young (Concurrent Start) (GCLocker Initiated GC),3.0,2.0,3.0,3.0,4.0,4.9,
gc-gradle_gc.log,Pause Young (Concurrent Start) (Metadata GC Threshold),5.0,5.0,5.0,5.0,5.0,5.0,
gc-gradle_gc.log,Pause Young (Mixed) (G1 Evacuation Pause),13.0,13.0,12.0,13.0,18.9,20.7,
gc-gradle_gc.log,Pause Young (Mixed) (GCLocker Initiated GC),3.0,3.0,3.0,3.5,5.0,6.0,
gc-gradle_gc.log,Pause Young (Normal) (G1 Evacuation Pause),123.0,119.0,121.5,119.0,137.9,133.0,
gc-gradle_gc.log,Pause Young (Normal) (GCLocker Initiated GC),19.0,20.0,19.0,19.5,25.9,26.9,
gc-gradle_gc.log,Pause Young (Prepare Mixed) (G1 Evacuation Pause),11.0,12.0,11.0,11.0,15.0,19.6,
gc-gradle_gc.log,Pause Young (Prepare Mixed) (GCLocker Initiated GC),3.0,3.0,3.0,3.0,5.0,5.0,
gc-gradle_gc.log,total-collections,203.0,197.0,194.5,194.0,237.3,213.6,
gc-gradle_gc.log,Pause Full (G1 Compaction Pause),1.0,1.0,1.0,1.0,1.0,1.0,
gc-gradle_gc.log,Pause Young (Normal) (G1 Preventive Collection),38.0,22.0,19.0,24.0,126.0,37.0,
gc-gradle_gc.log,Pause Remark,1.0,1.0,1.0,1.0,1.0,1.0,
gc-gradle_gc.log,Pause Young (Mixed) (G1 Preventive Collection),1.0,1.0,1.0,1.0,4.0,1.0,
gc-gradle_gc.log,Pause Young (Normal) (G1 Humongous Allocation),1.0,,1.0,,1.0,,
