Category,Metric,varianta_main_4_workers Mean,variantb_kotlin_compiler_3_workers Mean,varianta_main_4_workers P50,variantb_kotlin_compiler_3_workers P50,varianta_main_4_workers P90,variantb_kotlin_compiler_3_workers P90,Unit
:core:data-test:compileProdDebugKotlin,Task action before worker execution,24.66,32.66,22,27,43,45,ms
:core:data-test:compileProdDebugKotlin,Sources compilation round,645.0,763.3,622,735,841,1022,ms
:core:data-test:compileProdDebugKotlin,Run compilation,771.9,898.6,736,874,1004,1154,ms
:core:data-test:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,34.18,35.24,34,34,46,47,ms
:core:data-test:compileProdDebugKotlin,Compiler code generation,173.96,195.34,169,191,234,286,ms
:core:data-test:compileProdDebugKotlin,Incremental compilation in daemon,744.86,872.2,718,850,962,1127,ms
:core:data-test:compileProdDebugKotlin,Compiler IR translation,48.52,58.54,42,52,66,94,ms
:core:data-test:compileProdDebugKotlin,Total Gradle task time,1086.04,1076.48,1062,1034,1379,1402,ms
:core:data-test:compileProdDebugKotlin,Start gradle worker,56.59,13.3,3,1,337,7,ms
:core:data-test:compileProdDebugKotlin,Calculate output size,1.86,1.6,1,1,4,4,ms
:core:data-test:compileProdDebugKotlin,Load current classpath snapshot,5.16,6.52,5,5,10,10,ms
:core:data-test:compileProdDebugKotlin,Run compilation in Gradle worker,784.58,914.98,758,886,1018,1172,ms
:core:data-test:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.27,3.07,3,3,6,6,ms
:core:data-test:compileProdDebugKotlin,Compiler IR generation,84.88,100.74,85,98,121,136,ms
:core:data-test:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:data-test:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:data-test:compileProdDebugKotlin,Number of lines analyzed,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Number of lines for code generation,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Compiler IR lowering line number,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Compiler IR generation line number,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Compiler IR translation line number,405,405,405,405,405,405,
:core:data-test:compileProdDebugKotlin,Size of classpath snapshot,3.4,3.4,3,3,3,3,MB
:core:data-test:compileProdDebugKotlin,Size of shrunk classpath snapshot,78.5,78.5,79,79,79,79,KB
:core:data-test:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,58,56,59,59,59,59,
:core:data-test:compileProdDebugKotlin,Analysis lines per second,1132,934,1090,940,1509,1247,
:core:data-test:compileProdDebugKotlin,Code generation lines per second,2502,2262,2403,2120,3488,3347,
:core:data-test:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:data-test:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:data-test:compileProdDebugKotlin,Total size of the cache directory,480.0,480.0,480,480,480,480,KB
:core:data-test:compileProdDebugKotlin,Number of classpath entries,59,59,59,59,59,59,
:core:data-test:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,6,6,7,7,7,7,
:core:data-test:compileProdDebugKotlin,Clear jar cache,2.5,2.2,2,1,6,5,ms
:core:data-test:compileProdDebugKotlin,Store build info,3.0,1.67,3,1,3,3,ms
:core:data-test:compileProdDebugKotlin,Clear outputs on rebuild,1.0,2.0,1,2,1,2,ms
:core:data-test:compileProdDebugKotlin,Write history file,2.0,2.5,2,3,2,3,ms
:core:designsystem:compileDemoDebugKotlin,Compiler code analysis,7450.24,7329.88,7478,7206,8264,8042,ms
:core:designsystem:compileDemoDebugKotlin,Update caches,46.52,48.26,40,45,64,62,ms
:core:designsystem:compileDemoDebugKotlin,Compiler IR lowering,2790.34,2835.24,2720,2897,3398,3140,ms
:core:designsystem:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,241.36,272.46,237,258,327,398,ms
:core:designsystem:compileDemoDebugKotlin,Spent time before task action,262.46,263.54,254,255,341,338,ms
:core:designsystem:compileDemoDebugKotlin,Connect to Kotlin daemon,19.28,19.76,19,18,29,30,ms
:core:designsystem:compileDemoDebugKotlin,Compiler initialization time,115.9,99.6,107,97,171,137,ms
:core:designsystem:compileDemoDebugKotlin,Task action before worker execution,26.38,23.84,25,23,37,33,ms
:core:designsystem:compileDemoDebugKotlin,Sources compilation round,16779.02,17305.72,16646,17094,18414,18452,ms
:core:designsystem:compileDemoDebugKotlin,Run compilation,17445.14,18034.68,17481,17750,19165,19209,ms
:core:designsystem:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,246.86,278.14,244,262,334,405,ms
:core:designsystem:compileDemoDebugKotlin,Compiler code generation,6396.24,6999.32,6339,6951,7253,7428,ms
:core:designsystem:compileDemoDebugKotlin,Incremental compilation in daemon,17402.54,17984.04,17449,17696,19127,19073,ms
:core:designsystem:compileDemoDebugKotlin,Compiler IR translation,2802.3,2863.28,2820,2862,3234,3238,ms
:core:designsystem:compileDemoDebugKotlin,Total Gradle task time,18086.96,18658.3,18136,18406,19767,19826,ms
:core:designsystem:compileDemoDebugKotlin,Start gradle worker,4.1,3.16,4,3,8,7,ms
:core:designsystem:compileDemoDebugKotlin,Calculate output size,3.08,3.28,2,3,6,5,ms
:core:designsystem:compileDemoDebugKotlin,Load current classpath snapshot,148.32,161.54,152,153,189,215,ms
:core:designsystem:compileDemoDebugKotlin,Run compilation in Gradle worker,17473.5,18060.62,17524,17771,19178,19252,ms
:core:designsystem:compileDemoDebugKotlin,Save shrunk current classpath snapshot,4.22,4.14,4,4,9,8,ms
:core:designsystem:compileDemoDebugKotlin,Compiler IR generation,3605.34,4163.42,3531,4179,4065,4574,ms
:core:designsystem:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:designsystem:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:designsystem:compileDemoDebugKotlin,Number of lines analyzed,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Number of lines for code generation,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Compiler IR lowering line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Compiler IR generation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Compiler IR translation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileDemoDebugKotlin,Size of classpath snapshot,7.3,7.3,7,7,7,7,MB
:core:designsystem:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,36,36,36,36,36,36,
:core:designsystem:compileDemoDebugKotlin,Size of shrunk classpath snapshot,92.0,92.0,92,92,92,92,KB
:core:designsystem:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,13,13,13,13,13,13,
:core:designsystem:compileDemoDebugKotlin,Analysis lines per second,485,493,481,499,541,537,
:core:designsystem:compileDemoDebugKotlin,Code generation lines per second,567,515,567,517,636,553,
:core:designsystem:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:designsystem:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:designsystem:compileDemoDebugKotlin,Total size of the cache directory,784.5,784.5,785,785,785,785,KB
:core:designsystem:compileDemoDebugKotlin,Number of classpath entries,49,49,49,49,49,49,
:core:designsystem:compileDemoDebugKotlin,Clear jar cache,3.58,2.82,3,2,8,5,ms
:core:designsystem:compileDemoDebugKotlin,Write history file,2.5,5.33,3,6,3,6,ms
:core:designsystem:compileDemoDebugKotlin,Clear outputs on rebuild,2.0,4.5,2,5,2,6,ms
:core:designsystem:compileDemoDebugKotlin,Clear output,2.0,4.0,2,4,3,4,ms
:core:designsystem:compileDemoDebugKotlin,Store build info,3.5,3.0,4,3,5,3,ms
:core:designsystem:compileProdDebugKotlin,Compiler code analysis,3390.62,3768.96,3352,3694,4087,4737,ms
:core:designsystem:compileProdDebugKotlin,Update caches,26.46,23.56,22,24,43,34,ms
:core:designsystem:compileProdDebugKotlin,Compiler IR lowering,1259.12,1272.28,1247,1219,1535,1600,ms
:core:designsystem:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,74.36,83.78,72,73,111,113,ms
:core:designsystem:compileProdDebugKotlin,Spent time before task action,23.18,25.12,20,21,30,33,ms
:core:designsystem:compileProdDebugKotlin,Connect to Kotlin daemon,18.52,13.14,11,12,33,21,ms
:core:designsystem:compileProdDebugKotlin,Compiler initialization time,70.72,80.58,68,69,99,118,ms
:core:designsystem:compileProdDebugKotlin,Task action before worker execution,23.32,22.1,19,21,29,31,ms
:core:designsystem:compileProdDebugKotlin,Sources compilation round,8015.62,8554.64,7848,8336,9114,10095,ms
:core:designsystem:compileProdDebugKotlin,Run compilation,8422.4,8911.28,8417,8733,9583,10358,ms
:core:designsystem:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,77.58,86.9,75,78,113,114,ms
:core:designsystem:compileProdDebugKotlin,Compiler code generation,2875.04,2950.08,2809,2959,3411,3580,ms
:core:designsystem:compileProdDebugKotlin,Incremental compilation in daemon,8354.54,8880.4,8341,8702,9414,10342,ms
:core:designsystem:compileProdDebugKotlin,Compiler IR translation,1670.12,1745.84,1650,1738,2045,2015,ms
:core:designsystem:compileProdDebugKotlin,Total Gradle task time,8816.3,9347.96,8801,9157,9931,10947,ms
:core:designsystem:compileProdDebugKotlin,Start gradle worker,10.33,4.58,2,3,6,8,ms
:core:designsystem:compileProdDebugKotlin,Calculate output size,2.54,2.68,1,2,7,6,ms
:core:designsystem:compileProdDebugKotlin,Load current classpath snapshot,16.3,18.74,13,17,24,23,ms
:core:designsystem:compileProdDebugKotlin,Run compilation in Gradle worker,8445.68,8930.38,8430,8757,9606,10376,ms
:core:designsystem:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.44,2.34,1,1,7,4,ms
:core:designsystem:compileProdDebugKotlin,Compiler IR generation,1615.44,1677.16,1535,1694,2062,2188,ms
:core:designsystem:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:designsystem:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:designsystem:compileProdDebugKotlin,Number of lines analyzed,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdDebugKotlin,Number of lines for code generation,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdDebugKotlin,Compiler IR lowering line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdDebugKotlin,Compiler IR generation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdDebugKotlin,Compiler IR translation line number,3598,3598,3598,3598,3598,3598,
:core:designsystem:compileProdDebugKotlin,Size of classpath snapshot,7.3,7.3,7,7,7,7,MB
:core:designsystem:compileProdDebugKotlin,Size of shrunk classpath snapshot,92.0,92.0,92,92,92,92,KB
:core:designsystem:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,49,49,49,49,49,49,
:core:designsystem:compileProdDebugKotlin,Analysis lines per second,1078,973,1073,974,1303,1132,
:core:designsystem:compileProdDebugKotlin,Code generation lines per second,1273,1255,1281,1216,1478,1560,
:core:designsystem:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:designsystem:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:designsystem:compileProdDebugKotlin,Total size of the cache directory,784.5,784.5,785,785,785,785,KB
:core:designsystem:compileProdDebugKotlin,Number of classpath entries,49,49,49,49,49,49,
:core:designsystem:compileProdDebugKotlin,Store build info,10.0,2.33,10,2,19,3,ms
:core:designsystem:compileProdDebugKotlin,Clear jar cache,2.13,2.76,2,2,5,7,ms
:core:designsystem:compileProdDebugKotlin,Clear outputs on rebuild,4.0,2.5,4,3,4,3,ms
:core:designsystem:compileProdDebugKotlin,Write history file,6.0,5.5,6,6,9,6,ms
:core:designsystem:compileProdDebugKotlin,Clear output,1.0,2.0,1,2,1,2,ms
:core:domain:compileDemoDebugKotlin,Compiler code analysis,423.18,450.14,408,448,572,594,ms
:core:domain:compileDemoDebugKotlin,Update caches,8.34,6.02,4,4,10,10,ms
:core:domain:compileDemoDebugKotlin,Compiler IR lowering,105.0,116.26,102,117,146,157,ms
:core:domain:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,31.34,52.38,31,38,48,91,ms
:core:domain:compileDemoDebugKotlin,Spent time before task action,43.66,43.48,39,38,64,63,ms
:core:domain:compileDemoDebugKotlin,Connect to Kotlin daemon,16.18,20.02,14,16,28,27,ms
:core:domain:compileDemoDebugKotlin,Compiler initialization time,53.02,43.54,52,41,71,63,ms
:core:domain:compileDemoDebugKotlin,Task action before worker execution,15.6,16.88,15,16,22,24,ms
:core:domain:compileDemoDebugKotlin,Sources compilation round,747.94,812.72,745,807,911,1013,ms
:core:domain:compileDemoDebugKotlin,Run compilation,908.94,998.12,881,1014,1102,1220,ms
:core:domain:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,33.2,55.5,34,41,51,100,ms
:core:domain:compileDemoDebugKotlin,Compiler code generation,179.92,217.64,169,209,242,288,ms
:core:domain:compileDemoDebugKotlin,Incremental compilation in daemon,868.18,957.98,852,969,1061,1150,ms
:core:domain:compileDemoDebugKotlin,Compiler IR translation,83.06,92.7,82,88,112,130,ms
:core:domain:compileDemoDebugKotlin,Total Gradle task time,1498.02,1192.72,1081,1189,1424,1426,ms
:core:domain:compileDemoDebugKotlin,Start gradle worker,426.92,5.86,4,4,39,9,ms
:core:domain:compileDemoDebugKotlin,Calculate output size,2.14,2.6,1,1,5,5,ms
:core:domain:compileDemoDebugKotlin,Load current classpath snapshot,5.98,11.32,6,6,10,20,ms
:core:domain:compileDemoDebugKotlin,Run compilation in Gradle worker,928.9,1023.86,897,1041,1128,1238,ms
:core:domain:compileDemoDebugKotlin,Compiler IR generation,74.42,100.9,71,92,112,147,ms
:core:domain:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:domain:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:domain:compileDemoDebugKotlin,Number of lines analyzed,157,157,157,157,157,157,
:core:domain:compileDemoDebugKotlin,Number of lines for code generation,157,157,157,157,157,157,
:core:domain:compileDemoDebugKotlin,Compiler IR lowering line number,157,157,157,157,157,157,
:core:domain:compileDemoDebugKotlin,Compiler IR generation line number,157,157,157,157,157,157,
:core:domain:compileDemoDebugKotlin,Compiler IR translation line number,157,157,157,157,157,157,
:core:domain:compileDemoDebugKotlin,Size of classpath snapshot,2.7,2.7,3,3,3,3,MB
:core:domain:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,2,2,2,2,2,2,
:core:domain:compileDemoDebugKotlin,Size of shrunk classpath snapshot,43.7,43.7,44,44,44,44,KB
:core:domain:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,22,22,22,22,22,22,
:core:domain:compileDemoDebugKotlin,Analysis lines per second,391,370,384,350,495,547,
:core:domain:compileDemoDebugKotlin,Code generation lines per second,937,760,931,751,1382,994,
:core:domain:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:domain:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:domain:compileDemoDebugKotlin,Total size of the cache directory,495.6,495.6,496,496,496,496,KB
:core:domain:compileDemoDebugKotlin,Number of classpath entries,24,24,24,24,24,24,
:core:domain:compileDemoDebugKotlin,Store build info,3.0,5.0,3,5,3,5,ms
:core:domain:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.78,5.05,3,3,6,8,ms
:core:domain:compileDemoDebugKotlin,Write history file,4.0,,4,,4,,ms
:core:domain:compileDemoDebugKotlin,Clear output,1.33,,1,,2,,ms
:core:domain:compileDemoDebugKotlin,Clear jar cache,2.0,3.19,2,2,4,6,ms
:core:domain:compileProdDebugKotlin,Compiler code analysis,277.42,285.52,266,271,419,445,ms
:core:domain:compileProdDebugKotlin,Update caches,2.92,2.76,1,2,6,6,ms
:core:domain:compileProdDebugKotlin,Compiler IR lowering,67.5,84.12,59,75,92,131,ms
:core:domain:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,25.36,26.52,25,25,40,36,ms
:core:domain:compileProdDebugKotlin,Spent time before task action,21.98,23.8,20,20,33,33,ms
:core:domain:compileProdDebugKotlin,Connect to Kotlin daemon,17.34,19.02,10,10,30,26,ms
:core:domain:compileProdDebugKotlin,Compiler initialization time,32.64,31.18,28,28,46,48,ms
:core:domain:compileProdDebugKotlin,Task action before worker execution,18.66,16.02,15,14,24,26,ms
:core:domain:compileProdDebugKotlin,Sources compilation round,484.0,525.54,455,495,661,736,ms
:core:domain:compileProdDebugKotlin,Run compilation,621.12,644.8,561,623,805,839,ms
:core:domain:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,26.74,27.88,28,26,42,38,ms
:core:domain:compileProdDebugKotlin,Compiler code generation,115.6,137.52,103,128,153,204,ms
:core:domain:compileProdDebugKotlin,Incremental compilation in daemon,595.12,619.14,536,596,786,818,ms
:core:domain:compileProdDebugKotlin,Compiler IR translation,52.28,65.74,42,51,70,87,ms
:core:domain:compileProdDebugKotlin,Total Gradle task time,934.22,921.96,721,782,1686,1587,ms
:core:domain:compileProdDebugKotlin,Start gradle worker,86.67,4.97,4,3,14,9,ms
:core:domain:compileProdDebugKotlin,Calculate output size,2.62,2.26,2,1,6,4,ms
:core:domain:compileProdDebugKotlin,Load current classpath snapshot,4.92,4.36,5,4,8,8,ms
:core:domain:compileProdDebugKotlin,Run compilation in Gradle worker,642.76,668.48,579,640,886,848,ms
:core:domain:compileProdDebugKotlin,Clear jar cache,2.48,3.29,1,1,6,7,ms
:core:domain:compileProdDebugKotlin,Compiler IR generation,47.6,52.88,48,50,67,76,ms
